,Sample_ID,Date.x,Region,Site,Genus,Treatment,Symbiont_ITS,Symbiont_speciesID,psba_sequence,Coral_speciesID,Holobiont_ID,Holobiont_ID2,Holobiont_ID_Region,Whole.colony.tag,Ethanol.x,Field.notes,DGGE.profile.notes,comments.psba,Fraction,Fraction.detail,Fraction.detail_c,Fraction.detail_b,Time,Time2,Lab_ID,d15N,d13C,Weight_mg,Kim_C.percent,Kim_N.percent,Weight_mg.1,C_percent.weight,C_percent.weight.num,C_mg,N_percent.weight,N_percent.weight.num,N_mg,CN_molar,Mycrosporine.glycine,Palythine,Asterina,Shinorine,Nubbin,Nubbin_ID,Protein_cm2,Dino.density,Chla_cell,Chla_cm2,Pocilloporin,Date.y,Colony.tag,Ethanol.y,Field_notes,Plank.Day.Night,Fraction_Plank,Big.delta.15N,Big.delta.13C,N_ug,C_ug,Volume_L
254,LJ005,11/18/19,Lizard,Granite Bluff,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,"""+"" band very faint; rest of profile like C35a, so called  C35a",,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,LJ006,11/18/19,Lizard,Granite Bluff,Pocillopora,Juvenile,"C1cdt, D1a",C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,faint,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,LJ007,11/18/19,Lizard,Granite Bluff,Pocillopora,Juvenile,C1cdt,C. pacificum,,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,LJ008,11/18/19,Lizard,Granite Bluff,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,R (PCR),,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,LJ013,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,Before,Before,5793,3.9,-16.5,4.918,9.35,1.84,4.918,0.094,9.4,0.46,0.018,1.8,0.09,5.9,0.725,0.683,0.628,0.604,original,LJ013,1.186,0.727,1.916639895,2.178838429,NA,20/11/19,No,Yes,,,,1.4,-0.4,NA,NA,NA
259,LJ013,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,During,During/After,11045,4.1,-16.2,4.64,15.46,3.26,4.639,0.155,15.5,0.717,0.033,3.3,0.151,5.5,NA,NA,NA,NA,original,LJ013,1.343427774,0.547069442,6.989143669,3.823546926,12.75090887,,,,,,,NA,NA,NA,NA,NA
260,LJ013,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,9284,2.5,-16.1,3.14,34.9,5.33,3.14,0.349,34.9,1.096,0.053,5.3,0.167,7.6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
261,LJ014,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40)_clade II,"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,Before,Before,5798,3.7,-16.9,4.922,9.96,2.11,4.922,0.1,10,0.49,0.021,2.1,0.104,5.5,0.742,0.732,0.664,0.617,original,LJ014,1.036,0.453,1.794349585,1.15291145,NA,20/11/19,No,Yes,,,,2.3,-0.1,NA,NA,NA
262,LJ014,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40)_clade II,"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,9318,1.4,-16.8,3.325,9.08,1.8,3.325,0.091,9.1,0.302,0.018,1.8,0.06,5.9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
263,LJ015,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,LJ016,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,LJ017,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,Before,Before,5726,3.3,-15.8,4.955,5.9,1.25,4.955,0.059,5.9,0.292,0.012,1.2,0.062,5.5,0.792,0.828,0.753,0.682,original,LJ017,0.73,0.62,1.709873254,1.059370426,NA,20/11/19,No,Yes,,,,1.4,0.2,NA,NA,NA
266,LJ017,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,During,During/After,11019,3.4,-15.1,5.24,12.99,2.82,5.239,0.13,13,0.681,0.028,2.8,0.148,5.4,NA,NA,NA,NA,original,LJ017,0.999866293,0.508275123,9.184710352,4.668359781,16.16872011,,,,,,,NA,NA,NA,NA,NA
267,LJ017,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,9325,1.9,-16,2.889,6.84,1.37,2.889,0.068,6.8,0.198,0.014,1.4,0.04,5.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
268,LJ018,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,LJ019,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,LJ020,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cc,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,R (PCR),,Host,Host,"Pocillopora, Juvenile",,Before,Before,5730,3.2,-16.6,4.993,3.56,0.73,4.993,0.036,3.6,0.178,0.007,0.7,0.036,5.7,0.72,0.734,0.681,0.637,original,LJ020,0.65,0.428,1.568867164,1.681419825,NA,20/11/19,No,Yes,,,,-0.5,-0.3,NA,NA,NA
271,LJ020,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cc,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,R (PCR),,Host,Host,"Pocillopora, Juvenile",,During,During/After,11042,4,-14.8,5.52,13.39,2.75,5.517,0.134,13.4,0.739,0.027,2.7,0.152,5.7,NA,NA,NA,NA,original,LJ020,1.652002139,0.505979201,9.815688776,4.966534366,14.87615569,,,,,,,NA,NA,NA,NA,NA
272,LJ020,11/20/19,Lizard,Big Vicki's,Pocillopora,Juvenile,C1cc,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,R (PCR),,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,9300,3.7,-16.3,3.665,17.55,3.08,3.665,0.175,17.5,0.643,0.031,3.1,0.113,6.7,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
273,LJ025,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cd,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,Before,Before,5780,4.6,-17.8,4.921,9.28,1.85,4.921,0.093,9.3,0.457,0.019,1.9,0.091,5.8,0.53,0.49,0.437,0.411,original,LJ025,1.207,1.32,0.991335944,0.935668506,NA,23/11/19,No,Yes,,,,1,-1.4,NA,NA,NA
274,LJ025,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cd,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,During,During/After,11024,3.6,-17.2,4.65,18.42,3.9,4.65,0.184,18.4,0.856,0.039,3.9,0.181,5.5,NA,NA,NA,NA,original,LJ025,1.149914067,0.502040253,5.142633292,2.581808921,8.888605191,,,,,,,NA,NA,NA,NA,NA
275,LJ025,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cd,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,11106,3.6,-16.4,0.63,32.33,5.37,0.629,0.323,32.3,0.203,0.054,5.4,0.034,7,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
276,LJ026,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,Before,Before,5738,3.7,-16.2,5.009,6.14,1.13,5.009,0.061,6.1,0.308,0.011,1.1,0.057,6.3,0.759,0.746,0.692,0.658,original,LJ026,0.851,0.781,1.787246101,1.216037892,NA,23/11/19,No,Yes,,,,3.5,-0.2,NA,NA,NA
277,LJ026,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,During,During/After,11011,NA,-20,5.5,20.79,4.27,5.501,0.208,20.8,1.144,0.043,4.3,0.235,5.7,NA,NA,NA,NA,original,LJ026,0.984521525,0.540969979,5.368609932,2.904256804,8.701283244,,,,,,,NA,NA,NA,NA,NA
278,LJ026,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,9314,0.2,-16,3.098,10.89,2.09,3.098,0.109,10.9,0.337,0.021,2.1,0.065,6.1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
279,LJ027,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,Before,Before,5792,3.5,-15.8,4.947,4.61,0.89,4.947,0.046,4.6,0.228,0.009,0.9,0.044,6,0.544,0.509,0.444,0.411,original,LJ027,1.563,1.521,0.905411313,1.94952084,NA,23/11/19,No,Yes,,,,0.5,-0.3,NA,NA,NA
280,LJ027,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,During,During/After,11051,3.9,-15.8,4.99,16.19,3.38,4.989,0.162,16.2,0.808,0.034,3.4,0.169,5.6,NA,NA,NA,NA,original,LJ027,1.031463779,0.599215208,7.037491742,4.216972076,12.89194228,,,,,,,NA,NA,NA,NA,NA
281,LJ027,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,9320,3,-15.5,3.324,15.68,2.91,3.324,0.157,15.7,0.521,0.029,2.9,0.097,6.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
282,LJ028,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,LJ029,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,Before,Before,5784,3.7,-15.7,5.051,6.84,1.35,5.051,0.068,6.8,0.345,0.014,1.4,0.068,5.9,0.657,0.603,0.529,0.501,original,LJ029,0.751,0.586,1.686336502,1.369621077,NA,23/11/19,No,Yes,,,,0.7,-0.4,NA,NA,NA
284,LJ029,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,Host,Host,"Pocillopora, Juvenile",,During,During/After,NA,3.7,-16.1,5.04,15.36,3.16,5.038,0.154,15.4,0.774,0.032,3.2,0.159,5.7,NA,NA,NA,NA,original,LJ029,1.097248861,0.51253702,9.719345506,4.981524379,13.75783845,,,,,,,NA,NA,NA,NA,NA
285,LJ029,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver_Pbairdi,"Pver_Pbairdi, C. pacificum","Pver_Pbairdi, C. pacificum","Lizard, Pver_Pbairdi, C. pacificum",No,Yes,,,,Symbiont,Symbiont,"Pocillopora, Juvenile",,Before,Before,9328,3,-15.3,3.009,14.55,2.7,3.009,0.146,14.6,0.438,0.027,2.7,0.081,6.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
286,LJ030,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cc,C. pacificum,C. pacificum,Pacuta,"Pacuta, C. pacificum","Pacuta, C. pacificum","Lizard, Pacuta, C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,LJ031,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,LJ032,11/23/19,Lizard,Turtle South,Pocillopora,Juvenile,C1cdt,C. pacificum,C. pacificum,Pver(OPI40),"Pver(OPI40), C. pacificum","Pver(OPI40), C. pacificum","Lizard, Pver(OPI40), C. pacificum",No,Yes,,,,NA,NA,"Pocillopora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,LJ049,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,LJ050,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5787,3.4,-17.3,5.024,10.99,2.16,5.024,0.11,11,0.552,0.022,2.2,0.108,5.9,0.808,0.852,0.801,0.737,original,LJ050,0.889,1.448,1.161400799,1.395314413,NA,19/11/19,No,Yes,,,,0.7,-0.2,NA,NA,NA
291,LJ050,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,During,During/After,11041,4.1,-16.1,5.24,9.84,1.96,5.239,0.098,9.8,0.515,0.02,2,0.103,5.9,NA,NA,NA,NA,original,LJ050,1.090181968,0.272507518,9.595405963,2.614820261,18.05610943,,,,,,,NA,NA,NA,NA,NA
292,LJ050,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,9321,2.7,-17.1,3.372,12.07,2.15,3.372,0.121,12.1,0.407,0.022,2.2,0.073,6.5,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
293,LJ051,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,LJ052,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5718,3.4,-16.2,5.058,5.67,1.16,5.058,0.057,5.7,0.287,0.012,1.2,0.059,5.7,0.814,0.887,0.859,0.801,original,LJ052,1.254,0.749,1.738712453,1.176436051,NA,19/11/19,No,Yes,,,,0.5,-0.5,NA,NA,NA
295,LJ052,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,During,During/After,11053,4,-15.7,4.81,8.66,1.86,4.814,0.087,8.7,0.417,0.019,1.9,0.09,5.4,NA,NA,NA,NA,original,LJ052,1.267375093,0.375073673,7.140541985,2.678229309,27.55891484,,,,,,,NA,NA,NA,NA,NA
296,LJ052,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,9289,2.9,-15.7,3.297,26.77,4.28,3.297,0.268,26.8,0.883,0.043,4.3,0.141,7.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
297,LJ053,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5799,3.6,-18,4.902,7.57,1.54,4.902,0.076,7.6,0.371,0.015,1.5,0.075,5.7,0.723,0.785,0.768,0.72,original,LJ053,1.618,0.791,1.291940614,1.597770723,NA,19/11/19,No,Yes,,,,0.5,-0.5,NA,NA,NA
298,LJ053,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,During,During/After,11047,4,-16.7,4.7,14.13,3.05,4.7,0.141,14.1,0.664,0.031,3.1,0.143,5.4,NA,NA,NA,NA,original,LJ053,1.630669475,0.287956702,7.249356021,2.087500653,14.48473988,,,,,,,NA,NA,NA,NA,NA
299,LJ053,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Symbiont,Symbiont,"Stylophora, Juvenile",,Before,Before,NA,3.1,-17.5,3.341,14.87,2.45,3.341,0.149,14.9,0.497,0.024,2.4,0.082,7.1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
300,LJ054,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8b,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,LJ055,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,NA,NA,"Stylophora, Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,LJ056,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8b,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,Before,Before,5791,4,-17.1,4.931,6.96,1.59,4.931,0.07,7,0.343,0.016,1.6,0.078,5.1,0.803,0.863,0.825,0.765,original,LJ056,0.838,0.893,1.048279765,1.037573451,NA,19/11/19,No,Yes,,,,1.1,-1.2,NA,NA,NA
303,LJ056,11/19/19,Lizard,Granite Bluff,Stylophora,Juvenile,C8b,C8 group,,S. pistillata,"S. pistillata, C8 group","S. pistillata, C8 group","Lizard, S. pistillata, C8 group",No,Yes,,,,Host,Host,"Stylophora, Juvenile",,During,During/After,11022,3.8,-15.3,5.4,15.3,3.25,5.4,0.153,15.3,0.826,0.033,3.3,0.176,5.5,NA,NA,NA,NA,original,LJ056,1.681847807,0.384815251,5.515609415,2.122490623,14.11317044,,,,,,,NA,NA,NA,NA,NA
